140.9992292047041, -28.999053560625303
148.95848021542164, -28.999623079066097
149.53673840937455, -28.574699211385095
150.27672981656335, -28.542201382016277
150.4335687492821, -28.659739421066263
150.74061541094073, -28.634628395462933
151.27886273917287, -28.940961288253888
151.3540982872528, -29.176330951101022
151.72235649627567, -28.87163281017626
152.01537915721858, -28.895903046092386
151.96786196895758, -28.513859718177518
152.58954518203913, -28.315344702821783
153.55176824432465, -28.175814128907362
153.59432663091468, -28.841615304739364
153.04865971598383, -30.857510333261818
152.5439739216424, -32.43991810715146
151.70572432573888, -32.92945787681899
150.79904619139427, -35.07076814413635
149.94300677753782, -37.48837859606207
148.10488281083204, -36.79515130472902
147.9566470070654, -36.03168481708476
144.954137595142, -35.796254198204416
144.76927107971622, -36.07897944331086
142.7558357464675, -34.607827550895806
142.58291748071662, -34.787521481857375
142.1438795420481, -34.20074569604865
141.00475407955685, -34.04357619392772
140.9992292047041, -28.999053560625303
