4194933.945432387,4483392.968043916,-3255315.3518416905,3850135.3454241706,4114992.373480398,-2987294.290638296
4194120.0536207636,4479488.458847055,-3261751.6849403074,3849316.9211133863,4111189.4180126023,-2993578.5275930515
4193301.180783156,4475578.629714634,-3268184.144313407,3848585.6943983287,4107580.242875222,-2999467.334720669
4192477.3279110272,4471663.485310277,-3274612.7223364357,3847769.167453921,4104019.1147395195,-3005383.691054937
4191648.4960017414,4467743.030303878,-3281037.4113895013,3847011.436149589,4100407.3570532706,-3011277.819842677
4190814.6860585595,4463817.269371594,-3287458.203857383,3846236.266723493,4096805.0642529093,-3017165.298336973
4189975.8990906407,4459886.207195843,-3293875.0921295406,3845465.614309991,4093198.0034269434,-3023037.5295204464
4189132.13611304,4455949.848465292,-3300288.0686001214,3844662.7443664297,4089585.537334091,-3028942.0769815333
4188283.3981467066,4452008.197874857,-3306697.1256679716,3843919.5976518695,4085946.819095214,-3034790.323788301
4187429.6862184834,4448061.260125696,-3313102.2557366434,3843110.0259530456,4082333.074974997,-3040673.2123763678
4186571.001361105,4444109.0399252,-3319503.4512144057,3842328.1751049934,4078681.7751201456,-3046555.557153121
4185707.3446131973,4440151.541986992,-3325900.7045142506,3841531.3693484617,4075054.81320255,-3052408.3276618905
4184838.717019275,4436188.771030919,-3332294.008053905,3840726.9874913325,4071394.2951630354,-3058299.5752508854
4183965.1196297407,4432220.731783045,-3338683.354255837,3839911.194383364,4067772.309502787,-3064138.0595612004
4183086.553500884,4428247.428975651,-3345068.735547267,3839101.9263870777,4064116.0955130104,-3069998.1028939197
4182203.019694881,4424268.86734722,-3351450.1443601744,3838299.9818120506,4060460.418883928,-3075832.574660183
4181314.51927979,4420285.05164244,-3357827.573131309,3837477.765905688,4056785.342144906,-3081702.2366155237
4180421.053329553,4416295.986612194,-3364201.0143021974,3836650.34225087,4053114.531948591,-3087557.016995628
4179522.622923993,4412301.677013555,-3370570.4603191535,3835837.3925535674,4049454.6712014666,-3093363.8574605547
4178619.2291488135,4408302.127609779,-3376935.9036332867,3834970.184778567,4045782.0394507525,-3099239.09400341
4177710.873095596,4404297.343170304,-3383297.3367005107,3834112.762026718,4042124.3022067137,-3105067.156168853
4176797.5558618,4400287.328470737,-3389654.751981553,3833302.9770358936,4038419.4560879604,-3110882.2179806074
4175879.27855076,4396272.088292855,-3396008.141941963,3832463.254899234,4034718.3620033893,-3116713.770931338
4174956.042271685,4392251.627424595,-3402357.499052122,3831579.5947316205,4031033.8117805608,-3122562.3786249417
4174027.848139657,4388225.950660051,-3408702.815787249,3830722.767470398,4027351.021220388,-3128360.340760654
4173094.6972756307,4384195.062799465,-3415044.0846274137,3829895.770292706,4023611.8963526264,-3134178.8855919885
4172156.5908064297,4380158.968649225,-3421381.2980575426,3829042.5771702346,4019899.4545194563,-3139979.7624405553
4171213.529864747,4376117.673021857,-3427714.448567429,3828143.957945629,4016200.7053023092,-3145803.1283562416
4170265.515589143,4372071.180736017,-3434043.528651741,3827251.690622272,4012497.715175396,-3151608.8230098365
4169312.549124044,4368019.496616492,-3440368.53081003,3826376.687940733,4008761.6723025627,-3157420.2900023526
4168354.6316197403,4363962.625494187,-3446689.447546742,3825531.379608851,4005019.5868039876,-3163188.164452844
4167391.764232386,4359900.572206122,-3453006.2713712226,3824613.013127667,4001290.538742816,-3169012.6088662376
4166423.9481239957,4355833.341595428,-3459318.9947977285,3823720.6387292584,3997565.8883693763,-3174784.8802666324
4165451.1844624453,4351760.93851134,-3465627.610345436,3822819.054013944,3993836.332714082,-3180559.293363791
4164473.474421469,4347683.367809189,-3471932.110538448,3821922.04461761,3990079.3745887266,-3186347.4481057515
4163490.819180658,4343600.634350397,-3478232.4879058064,3821017.5183152957,3986318.5051213317,-3192134.3160064556
4162503.219925459,4339512.743002474,-3484528.734981496,3820123.6197512206,3982543.0760006644,-3197911.4697514847
4161510.677847173,4335419.698639011,-3490820.844304457,3819219.2066562534,3978783.700177857,-3203666.1045767963
4160513.1941429544,4331321.506139671,-3497108.8084185924,3818296.3209691616,3975015.032818281,-3209439.247781113
4159510.7700158074,4327218.170390187,-3503392.619872777,3817355.4076694385,3971259.041873363,-3215203.0893423147
4158503.406674587,4323109.696282353,-3509672.271220865,3816427.200728942,3967474.644282178,-3220971.8967041313
4157491.1053339965,4318996.088714021,-3515947.755021702,3815487.6027605305,3963714.4414848494,-3226709.433834509
4156473.8672145847,4314877.352589094,-3522219.063839129,3814528.540575222,3959935.148646319,-3232478.4953170093
4155451.693542747,4310753.492817519,-3528486.1902419953,3813570.1650997936,3956147.441261191,-3238242.0554409954
4154424.585550721,4306624.514315283,-3534749.1268041646,3812662.1094669225,3952344.6106028752,-3243949.9547341643
4153392.544476587,4302490.422004405,-3541007.8661045246,3811723.9744931,3948526.3472046833,-3249697.157995271
4152355.5715642655,4298351.2208129335,-3547262.4007269964,3810741.504702942,3944736.0230154595,-3255447.509038729
4151313.6680635167,4294206.915674935,-3553512.723260542,3809814.6410898734,3940913.2235317575,-3261157.303172338
4150266.8352299375,4290057.511530493,-3559758.8262991733,3808821.567135656,3937118.674320473,-3266895.530200264
4149215.0743249604,4285903.0133257015,-3566000.702441962,3807879.8856873275,3933278.364010734,-3272614.1963515244
4148158.3866158524,4281743.426012657,-3572238.344293046,3806888.295502063,3929472.643125326,-3278334.6143984087
4147096.773375713,4277578.754549452,-3578471.74446164,3805890.5319287498,3925645.9039500826,-3284072.6372303274
4146030.2358834725,4273409.003900174,-3584700.895562043,3804916.490146781,3921821.257301204,-3289765.967441527
4144958.7754238914,4269234.179034893,-3590925.790213648,3803943.004822663,3917973.976429673,-3295471.0022784653
4143882.3932875576,4265054.284929661,-3597146.421040951,3802922.926255467,3914155.398856769,-3301181.0494529814
4142801.090770885,4260869.326566502,-3603362.780673556,3801942.6696081352,3910278.378138887,-3306899.8372497912
4141714.869176112,4256679.30893341,-3609574.861746189,3800944.173841819,3906431.1253726,-3312589.748409137
4140623.729811301,4252484.237024337,-3615782.6568987034,3799926.67452721,3902597.8390464657,-3318270.478076829
4139527.673990334,4248284.1158391945,-3621986.158776088,3798927.7260079454,3898728.0295722173,-3323958.4044489213
4138426.7030329136,4244078.950383842,-3628185.360028479,3797900.184594146,3894868.6153575717,-3329652.2713225326
4137320.8182645612,4239868.745670083,-3634380.2533111637,3796865.550878483,3891024.6664131125,-3335321.6673652413
4136210.0210166136,4235653.506715658,-3640570.8312845947,3795876.979305957,3887117.2089144904,-3340998.2569836625
4135094.312626222,4231433.238544241,-3646757.0866143936,3794805.5318525094,3883259.3189062397,-3346696.8235029313
4133973.694436352,4227207.94618543,-3652939.011971363,3793809.4322406254,3879358.984261123,-3352344.769618748
4132848.1677957787,4222977.634674743,-3659116.600031493,3792773.311926264,3875462.4741536444,-3358019.179052224
4131717.734059089,4218742.309053612,-3665289.8434759714,3791714.363671698,3871589.4652060154,-3363677.8662847322
4130582.3945866763,4214501.974369376,-3671458.7349911905,3790677.1605163873,3867678.953762165,-3369340.850432735
4129442.1507447413,4210256.635675277,-3677623.267268757,3789607.4090244398,3863810.0397550473,-3374978.40780156
4128297.0039052884,4206006.29803045,-3683783.4330055,3788564.7230270393,3859883.728051531,-3380637.0016780966
4127146.9554461255,4201750.966499922,-3689939.22490348,3787504.020863579,3855968.0548230032,-3386289.3029971616
4125992.0067508616,4197490.6461546,-3696090.6356699974,3786444.273612601,3852066.443134715,-3391910.2982153757
4124832.159208905,4193225.3420712724,-3702237.6580176,3785363.6718250755,3848139.3941784278,-3397569.2289820164
4123667.414215462,4188955.0593325957,-3708380.2846640926,3784284.62980465,3844236.8721913695,-3403184.435512433
4122497.7731715343,4184679.803027092,-3714518.508332546,3783219.2002227097,3840288.2176520186,-3408822.4478326757
4121323.237483919,4180399.5782491425,-3720652.3217513035,3782115.3840244887,3836380.108303815,-3414443.2163010393
4120143.808565205,4176114.3900989816,-3726781.717653992,3781038.6776127554,3832422.1143668373,-3420075.8539468963
4118959.487833772,4171824.2436826904,-3732906.688779529,3779964.5959226824,3828463.105206329,-3425692.5571898823
4117770.2767137885,4167529.1441121898,-3739027.227872131,3778851.774743469,3824526.295329636,-3431313.0827321936
4116576.1766352104,4163229.096505236,-3745143.3276813217,3777770.07359749,3820581.9314075294,-3436893.7382365265
4115377.1890337793,4158924.1059854124,-3751254.9809619426,3776658.657171034,3816627.563638666,-3442504.178549361
4114173.3153510205,4154614.177682126,-3757362.180474159,3775542.621534238,3812670.710810989,-3448108.402367784
4112964.5570342406,4150299.316730599,-3763464.9189834693,3774433.3655610904,3808697.34465818,-3453709.440062739
4111750.915536527,4145979.5282718637,-3769563.1892607147,3773323.397473209,3804719.853641186,-3459301.8030092414
4110532.3923167447,4141654.817452756,-3775656.984082086,3772199.3475600844,3800759.1016296064,-3464877.187491293
4109308.988839536,4137325.1894259094,-3781746.296229133,3771069.860071099,3796787.4490153906,-3470456.5648728944
4108080.706575317,4132990.6493497486,-3787831.118488772,3769919.9039776386,3792810.2340415413,-3476050.350200901
4106847.547000277,4128651.2023884836,-3793911.4436532953,3768797.0386174745,3788797.02812434,-3481640.0664570504
4105609.5115963765,4124306.8537121033,-3799987.2645203792,3767667.7849302455,3784827.5416122805,-3487175.2943845023
4104366.601851345,4119957.60849637,-3806058.5738930926,3766505.636529858,3780830.775723153,-3492761.8765118434
4103118.8192586796,4115603.4719228116,-3812125.3645799053,3765375.6111827455,3776819.717281126,-3498315.4404512756
4101866.1653176425,4111244.449178717,-3818187.629394696,3764217.773243729,3772814.8419346046,-3503878.467567641
4100608.6415332593,4106880.5454571294,-3824245.3611567616,3763045.0556314653,3768809.776161723,-3509443.883585524
4099346.2494163183,4102511.765956839,-3830298.552690825,3761879.5776543827,3764813.177398424,-3514978.7159209037
4098078.9904833664,4098138.1158823795,-3836347.196827044,3760704.037214765,3760793.2732247133,-3520535.568805369
4096806.8662567097,4093759.600444018,-3842391.286401018,3759577.6103956806,3756749.3347316147,-3526051.930732561
4095529.87826441,4089376.224857752,-3848430.814253799,3758370.5610261187,3752734.9338475545,-3531609.0996957277
4094248.028040283,4084987.9943453027,-3854465.773231899,3757182.3675807193,3748707.89487707,-3537145.9351128894
4092961.317123897,4080594.914134106,-3860496.1561872964,3755996.985559086,3744680.927011377,-3542666.085080308
4091669.747060571,4076196.9894573106,-3866521.955977448,3754812.5930420333,3740621.323270636,-3548206.0395523356
4090373.319401372,4071794.2255537678,-3872543.1654652935,3753631.361801076,3736559.3093177676,-3553731.52035263
4089072.0357031147,4067386.627668027,-3878559.777519267,3752441.894079354,3732516.4336407296,-3559232.009189702
4087765.897528357,4062974.2010503295,-3884571.785013304,3751212.887072582,3728476.0373050873,-3564758.04314363
4086454.9064454003,4058556.9509566026,-3890579.18082685,3749997.577656367,3724411.6646594247,-3570281.152873559
4085139.064028287,4054134.882648452,-3896581.9578448674,3748795.5295350016,3720343.1790330885,-3575781.075314993
4083818.371856798,4049708.0013931566,-3902580.1089578466,3747595.1894493857,3716289.5673317197,-3581250.3038026607
4082492.831516451,4045276.3124636607,-3908573.627061812,3746368.720782291,3712206.5684440797,-3586763.916409053
4081162.4445985,4040839.82113857,-3914562.5050583314,3745161.559340114,3708123.960077019,-3592243.47478401
4079827.21269993,4036398.532702144,-3920546.735854524,3743909.300725154,3704044.531879656,-3597753.305199893
4078487.1374234585,4031952.4524442884,-3926526.312363069,3742653.9844281366,3699990.1065849224,-3603227.15838605
4077142.2203775314,4027501.5856605517,-3932501.227502213,3741434.1533828685,3695876.8888946106,-3608711.139542424
4075792.4631763217,4023045.9376521166,-3938471.474195779,3740174.331283303,3691792.507335003,-3614193.6369637023
4074437.8674397278,4018585.513725794,-3944437.045373175,3738991.9464541483,3687677.5132550066,-3619613.981263954
4073078.434793371,4014120.319194017,-3950397.9339694018,3737689.8219382204,3683595.051674295,-3625111.5680630533
4071714.1668685935,4009650.3593748347,-3956354.1329250615,3736427.173231693,3679499.2435098733,-3630568.6726508364
4070345.065302457,4005175.6395919058,-3962305.6351863653,3735195.0041535944,3675366.9946899284,-3636018.0591057413
4068971.1317377407,4000696.1651744917,-3968252.4337051422,3733891.2154641096,3671264.435119809,-3641497.690450552
4067592.367822937,3996211.9414574504,-3974194.521438847,3732653.1703068553,3667108.501850389,-3646950.388562264
4066208.7752122534,3991722.973781231,-3980131.8913505683,3731363.72646545,3663016.8195317513,-3652377.870907059
4064820.355565607,3987229.2674918654,-3986064.5364090377,3730089.379054295,3658892.306144549,-3657809.7144398126
4063427.1105486243,3982730.8279409637,-3991992.4495886373,3728784.3214822635,3654753.9407219705,-3663273.496128184
4062029.0418326384,3978227.6604857068,-3997915.6238694075,3727525.086367748,3650606.301477872,-3668686.679552518
4060626.151094688,3973719.7704888405,-4003834.0522370557,3726237.200738765,3646469.789562004,-3674104.787334556
4059218.440017514,3969207.163318669,-4009747.7276829653,3724939.404681908,3642327.572803807,-3679525.495892811
4057805.9102895577,3964689.844349048,-4015656.643204203,3723628.987477673,3638188.3166891546,-3684942.9476311533
4056388.5636049593,3960167.8189593786,-4021560.7918035258,3722327.865452697,3634029.007485043,-3690357.7097022184
4054966.4016635558,3955641.092534601,-4027460.166489392,3720991.842579684,3629874.903880984,-3695789.4258935596
4053539.4261708786,3951109.670465189,-4033354.7602759674,3719689.738233782,3625713.9525236227,-3701180.646320057
4052107.6388381505,3946573.558147141,-4039244.566183134,3718383.7089119544,3621537.6331895688,-3706577.849986747
